MenuSID,Menu,DateSID,LocationSID,TotalWasteKgAvg,ModifiedTime,MainMenu
1384,"Broileri-kasviskastike,Riisi-moniviljaseos,Sweet chili kastike,Soija-kasvispaistos,Kiinankaali-ananas-kotimainen,hernesalaatti B",20200409,2,20.00,,Broileri-kasviskastike
538,"Lihakastike,perunat,
kiinankaalisalaatti 
tai
lihakeitto,tuore leipä,herkkukurkku",20200410,1,52.82,,Lihakastike
1385,"Liha-makaronipata,Härkispomodo,Peruna,Porkkanaraaste",20200410,2,27.90,,Liha-makaronipata
220,"Jauhelihakastike,peruna/pasta,pirteä punakaalisalaatti",20200413,1,12.67,,Jauhelihakastike
1470,"Jauhelihakastike,Täysjyväpasta,Feta-kasvispaistos,Kaali-kurpitsasalaatti",20200413,2,16.90,,Jauhelihakastike
632,"Kalamureke/-pihvi,perunat,kastike,punajuuri,jääsalaatti-kurkku-tomaatti",20200414,1,23.81,,Kalamureke
1386,"Pinaattikeitto,Kananmuna,Sydänystävän puuro,Porkkanapölkky,Ruistassu,Ruusunmarja-omenakiisseli",20200414,2,19.25,,Pinaattikeitto
174,"Ohra-riisipuuro + mehukeitto,porkkanapölkky,tuore leipä tai pizzapala)",20200415,1,37.47,,Ohrapuuro
1387,"Broilerihoukutus,Itämainen kasviskastike,Täysjyväriisi,Jäävuori-kesäkurpitsa-retiisisalaatti B,Salaattisiemen",20200415,2,14.55,,Broilerihoukutus
906,"Pinaattiohukaiset,perunasose,puolukka,pastasalaatti
",20200416,1,17.16,,Pinaattiohukaiset
1388,"Makkarakastike,Kuoripäällinen peruna,Kasvismakaronilaatikko,Kiinankaali-kurkku-paprikasalaatti B,Sipulirouhe,Sekavuokaleipä LÄHI",20200416,2,26.60,,Makkarakastike
539,"Makkara- /nakkikeitto,tuore leipä -valikoima,juusto,kurkkuviipale",20200417,1,38.01,,Makkarakeitto
1389,"Kalapuikot,Perunasose,Tartarkastike,Kasvispaella,Porkkanaraaste",20200417,2,26.00,,Kalapuikot
221,"Broilerikastike,riisi/perunat,kaali-persikkasalaatti",20200420,1,23.77,,Broilerikastike
1471,"Kana-kookoskastike,Täysjyväriisi,Kasvistexmex,Värikäs kiinankaalisalaatti mh.hillo",20200420,2,13.80,,Kana-kookoskastike
633,"Uunikala,perunasose,kiinankaali-kurkku-paprika-juustosalaatti
",20200421,1,23.39,,Uunikala
1390,"Vegekebakko,Peruna,Juustokastike,Kasviskiusaus,Jäävuori-kurkku-cantaloupmelonisalaatti B,Sipulirouhe",20200421,2,17.67,,Vegekebakko
175,"Kasviskeitto (kesä-/pinaatti- tai kasvissosekeitto),kanamuna,ruispala,maksamakkara/leikkele

",20200422,1,43.89,,Kasviskeitto
1391,"Lasagnette,Thaikasviscurry,Ruisriisi,Porkkanaraaste,Ananaspala",20200422,2,12.07,,Lasagnette
907,"Jauhelihapihvi/-mureke,perunat/perunasose,kastike,jäävuori-melonimix -salaatti",20200423,1,17.00,,Jauhelihapihvi
1392,"Uunikala,Peruna,Papu-spagettipata,Tomaatti-purjosalaatti,Caesar salaattisekoitus TAI,Salaattisekoitus",20200423,2,25.53,,Uunikala
540,"
Talon päivä (toive),porkkanaraaste

",20200424,1,26.61,,Talonpäivä
1393,"Lihakeitto,Perunavelli,Tuorejuusto,Kurkkuviipale,Luomueväsvuoka LÄHI,Banaani",20200424,2,26.25,,Lihakeitto
222,"Kanapasta,punajuuri-omenasalaatti,vihreä salaatti",20200427,1,13.26,,Kanapasta
1472,"Italianpata,Juustoraaste,Soija-kasvispannu,Kiinankaali-Coleslawsalaatti",20200427,2,20.90,,Italianpata
634,"Kalaleike,perunasose,kiinankaali-hedelmäsalaatti
",20200428,1,34.12,,Kalaleike
1394,"Kalakepukka,Peruna,Tilli-ruohosipulikastike,Linssi-juureshöystö,Punajuuri-omena ruohosipulisalaatti",20200428,2,20.85,,Kalakepukka
176,"Makkarakastike,perunat,porkkana-raejuustosalaatti

",20200429,1,20.23,,Makkarakastike
1395,"Juustoinen kana-kasviskeitto,Kasvissosekeitto (siemenet),Juusto,Salaatinlehti,Vehnäleseviipale,Maustamaton jogurtti + persikkasose",20200429,2,19.50,,Juustoinenkana-kasviskeitto
908,"Hernekeitto,sämpylä/rieska juusto,juurespala",20200430,1,32.95,,Hernekeitto
1396,"Jauheliha-juustoperunavuoka,Punajuuripyörykkä/Seitan,Bataatti-perunasose,Kiinankaali-jäävuori-kurkku-paprikasalaatti",20200430,2,18.75,,Jauheliha-juustoperunavuoka
541,"Kebab-/ kinkkukiusaus,jäävuori-meloni-rypälesalaatti,pikkuporkkanat
",20200501,1,53.72,,Kiusaus
1397,"Pinaattiohukkaat,Porkkanapihvi (perunasose),Kinkku-pastasalaatti,salaattisekoitus,Puolukkahilloke",20200501,2,21.50,,Pinaattiohukkaat
223,"Lihapyörykät,perunat,kastike,kaali-kurkku- minikuutio salaatti
",20200504,1,,,Lihapyörykät
1473,"Jauhelihapihvi,Peruna,Ruskea kastike,Kasvisnuudelivuoka,Jäävuori-tomaatti-maissisalatti B",20200504,2,20.80,,Jauhelihapihvi
635,"Tonnikalakasvis-vuoka,porkkanaraaste,kurkkuviipale
",20200505,1,,,Tonnikalakasvis-vuoka
1398,"Ohrapuuro,Bataattisosekeitto,Tomaattiviipale,Maksamakkara,Ruisruutu,Vadelmakiisseli",20200505,2,21.10,,Ohrapuuro
177,"Uunimakkara,perunasose,jäävuori-maissi-tomaattisalaatti


",20200506,1,,,Uunimakkara
1399,"Broileripaella,Chili Con Soija,Peruna,Porkkana-ananassalaatti mh.hillo",20200506,2,22.60,,Broileripaella
909,"Mannapuuro + marjakiisseli,tuore leipä tai hot dog),",20200507,1,,,Mannapuuro+marjakiisseli
1400,"Juuresvoipapupyörykkä,Uuniperunaviipale,Kikhernetahna,Punajuuripaistos,Kiinankaali/punakaali-hunajameloni-hernesalaatti B,Salaattisiemen",20200507,2,26.70,,Juuresvoipapupyörykkä
542,"Broilerikeitto,sämpylä,herkkukurkku
",20200508,1,,,Broilerikeitto
1401,"Lohikiusaus,Kasvisnakkihöystö,Peruna,Kaali-vinegrettesalaatti",20200508,2,19.00,,Lohikiusaus
224,"Kalakeitto,reissumies,leikkele,omenalohko",20200511,1,61.87,,Kalakeitto
1474,"Broileripyörykkä,Peruna,Currykastike,Kasvismoussaka,Jäävuori-tomaatti-kurkku-salaatti B,Sipulirouhe",20200511,2,24.40,,Broileripyörykkä
636,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20200512,1,12.90,,Makaronilaatikko
1402,"Pinaatti-raejuustonappi,Kahden kasviksen quornpaistos,Peruna,Paholaisenkastike,Juusto-kasvisalaatti",20200512,2,26.80,,Pinaatti-raejuustonappi
178,"Talon päivä,jäävuori-kurkku-tomaatti-majoneesi-tortillalastu -salaatti

",20200513,1,26.61,,Talonpäivä
1403,"Lohikeitto,Tomaattikeitto + raejuusto,Leikkele,Kurkkuviipale,Luomueväsvuoka LÄHI,Tuorepuuro",20200513,2,14.80,,Lohikeitto
910,"Broilerinugetti/-pyörykkä,perunasose,kaalisalaatti (katrin salaatti)
",20200514,1,15.97,,Broilerinugetti
1404,"Broileri-kasviskastike,Riisi-moniviljaseos,Sweet chili kastike,Soija-kasvispaistos,Kiinankaali-ananas-kotimainen,hernesalaatti B",20200514,2,20.00,,Broileri-kasviskastike
543,"Lihakastike,perunat,
kiinankaalisalaatti 
tai
lihakeitto,tuore leipä,herkkukurkku",20200515,1,52.82,,Lihakastike
1405,"Liha-makaronipata,Härkispomodo,Peruna,Porkkanaraaste",20200515,2,27.90,,Liha-makaronipata
225,"Jauhelihakastike,peruna/pasta,pirteä punakaalisalaatti",20200518,1,12.67,,Jauhelihakastike
1475,"Jauhelihakastike,Täysjyväpasta,Feta-kasvispaistos,Kaali-kurpitsasalaatti",20200518,2,16.90,,Jauhelihakastike
637,"Kalamureke/-pihvi,perunat,kastike,punajuuri,jääsalaatti-kurkku-tomaatti",20200519,1,23.81,,Kalamureke
1406,"Pinaattikeitto,Kananmuna,Sydänystävän puuro,Porkkanapölkky,Ruistassu,Ruusunmarja-omenakiisseli",20200519,2,19.25,,Pinaattikeitto
179,"Ohra-riisipuuro + mehukeitto,porkkanapölkky,tuore leipä tai pizzapala)",20200520,1,37.47,,Ohrapuuro
1407,"Broilerihoukutus,Itämainen kasviskastike,Täysjyväriisi,Jäävuori-kesäkurpitsa-retiisisalaatti B,Salaattisiemen",20200520,2,14.55,,Broilerihoukutus
911,"Pinaattiohukaiset,perunasose,puolukka,pastasalaatti
",20200521,1,17.16,,Pinaattiohukaiset
1408,"Makkarakastike,Kuoripäällinen peruna,Kasvismakaronilaatikko,Kiinankaali-kurkku-paprikasalaatti B,Sipulirouhe,Sekavuokaleipä LÄHI",20200521,2,26.60,,Makkarakastike
544,"Makkara- /nakkikeitto,tuore leipä -valikoima,juusto,kurkkuviipale",20200522,1,38.01,,Makkarakeitto
1409,"Kalapuikot,Perunasose,Tartarkastike,Kasvispaella,Porkkanaraaste",20200522,2,26.00,,Kalapuikot
226,"Broilerikastike,riisi/perunat,kaali-persikkasalaatti",20200525,1,23.77,,Broilerikastike
1476,"Kana-kookoskastike,Täysjyväriisi,Kasvistexmex,Värikäs kiinankaalisalaatti mh.hillo",20200525,2,13.80,,Kana-kookoskastike
638,"Uunikala,perunasose,kiinankaali-kurkku-paprika-juustosalaatti
",20200526,1,23.39,,Uunikala
1410,"Vegekebakko,Peruna,Juustokastike,Kasviskiusaus,Jäävuori-kurkku-cantaloupmelonisalaatti B,Sipulirouhe",20200526,2,17.67,,Vegekebakko
180,"Kasviskeitto (kesä-/pinaatti- tai kasvissosekeitto),kanamuna,ruispala,maksamakkara/leikkele

",20200527,1,43.89,,Kasviskeitto
1411,"Lasagnette,Thaikasviscurry,Ruisriisi,Porkkanaraaste,Ananaspala",20200527,2,12.07,,Lasagnette
912,"Jauhelihapihvi/-mureke,perunat/perunasose,kastike,jäävuori-melonimix -salaatti",20200528,1,17.00,,Jauhelihapihvi
1412,"Uunikala,Peruna,Papu-spagettipata,Tomaatti-purjosalaatti,Caesar salaattisekoitus TAI,Salaattisekoitus",20200528,2,25.53,,Uunikala
545,"
Talon päivä (toive),porkkanaraaste

",20200529,1,26.61,,Talonpäivä
1413,"Lihakeitto,Perunavelli,Tuorejuusto,Kurkkuviipale,Luomueväsvuoka LÄHI,Banaani",20200529,2,26.25,,Lihakeitto
227,"Kanapasta,punajuuri-omenasalaatti,vihreä salaatti",20200601,1,13.26,,Kanapasta
639,"Kalaleike,perunasose,kiinankaali-hedelmäsalaatti
",20200602,1,34.12,,Kalaleike
181,"Makkarakastike,perunat,porkkana-raejuustosalaatti

",20200603,1,20.23,,Makkarakastike
913,"Hernekeitto,sämpylä/rieska juusto,juurespala",20200604,1,32.95,,Hernekeitto
546,"Kebab-/ kinkkukiusaus,jäävuori-meloni-rypälesalaatti,pikkuporkkanat
",20200605,1,53.72,,Kiusaus
228,"Lihapyörykät,perunat,kastike,kaali-kurkku- minikuutio salaatti
",20200608,1,,,Lihapyörykät
640,"Tonnikalakasvis-vuoka,porkkanaraaste,kurkkuviipale
",20200609,1,,,Tonnikalakasvis-vuoka
182,"Uunimakkara,perunasose,jäävuori-maissi-tomaattisalaatti


",20200610,1,,,Uunimakkara
914,"Mannapuuro + marjakiisseli,tuore leipä tai hot dog),",20200611,1,,,Mannapuuro+marjakiisseli
547,"Broilerikeitto,sämpylä,herkkukurkku
",20200612,1,,,Broilerikeitto
229,"Kalakeitto,reissumies,leikkele,omenalohko",20200615,1,61.87,,Kalakeitto
641,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20200616,1,12.90,,Makaronilaatikko
183,"Talon päivä,jäävuori-kurkku-tomaatti-majoneesi-tortillalastu -salaatti

",20200617,1,29.96,,Talonpäivä
915,"Broilerinugetti/-pyörykkä,perunasose,kaalisalaatti (katrin salaatti)
",20200618,1,12.31,,Broilerinugetti
548,"Lihakastike,perunat,
kiinankaalisalaatti 
tai
lihakeitto,tuore leipä,herkkukurkku",20200619,1,52.82,,Lihakastike
230,"Jauhelihakastike,peruna/pasta,pirteä punakaalisalaatti",20200622,1,14.44,,Jauhelihakastike
642,"Kalamureke/-pihvi,perunat,kastike,punajuuri,jääsalaatti-kurkku-tomaatti",20200623,1,20.87,,Kalamureke
184,"Ohra-riisipuuro + mehukeitto,porkkanapölkky,tuore leipä tai pizzapala)",20200624,1,36.65,,Ohrapuuro
916,"Pinaattiohukaiset,perunasose,puolukka,pastasalaatti
",20200625,1,17.16,,Pinaattiohukaiset
549,"Makkara- /nakkikeitto,tuore leipä -valikoima,juusto,kurkkuviipale",20200626,1,38.01,,Makkarakeitto
231,"Broilerikastike,riisi/perunat,kaali-persikkasalaatti",20200629,1,27.85,,Broilerikastike
643,"Uunikala,perunasose,kiinankaali-kurkku-paprika-juustosalaatti
",20200630,1,14.20,,Uunikala
923,"Kalakasviskeitto, reissumies,leikkele,omenalohko",20200803,1,61.87,2021-01-18 09:14:07.910,Kalakeitto
1086,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20200804,1,12.90,2021-01-18 09:14:07.910,Makaronilaatikko
1477,"Pinaatti-raejuustonappi,Peruna,Kurkkuinen kermaviilikastike,Kasviscouscousvuoka,Jäävuori-kurkku-tomaattisalaatti B,Sipulirouhe
",20200804,2,26.80,,Pinaatti-raejuustonappi
935,"Talon päivä,jäävuori-kurkku-tomaatti-majoneesi-tortillalastu –salaatti",20200805,1,29.96,2021-01-18 09:14:07.910,Talonpäivä
1478,"Lasagnette,Thaikasviscurry,Riisi-moniviljaseos,Porkkanaraaste-ananassalaatti
",20200805,2,12.07,,Lasagnette
1097,"Broilerinugetti/-pyörykkä,perunasose,kaalisalaatti (katrin salaatti)",20200806,1,12.31,2021-01-18 09:14:07.910,Broilerinugetti
1479,"Uunikala,Peruna,Papu-spagettipata,Tomaatti-purjosalaatti,Caesar salaattisekoitus/Salaattisekoitus",20200806,2,25.53,,Uunikala
1034,"Lihakastike,perunat, 
kiinankaalisalaatti 
tai 
lihakeitto,tuore leipä,herkkukurkku",20200807,1,52.82,2021-01-18 09:14:07.910,Lihakastike
1480,"Perunavelli,Broileri-vihersalaatti,Hedelmä,Luomu ruisvuoka LÄHI",20200807,2,,,Perunavelli
953,"Jauhelihakastike,peruna/pasta, pirteä punakaalisalaatti",20200810,1,14.44,2021-01-18 09:14:07.910,Jauhelihakastike
1054,"Kalamureke/-pihvi,perunat,kastike,punajuuri,jääsalaatti-kurkku-tomaatti",20200811,1,20.87,2021-01-18 09:14:07.910,Kalamureke
1481,"Kalakepukka,Peruna,Kermaviilikastike,Papu-juureshöystö,Punajuuri-omena ruohosipulisalaatti",20200811,2,20.85,,Kalakepukka
983,"Ohra-riisipuuro + mehukeitto,porkkanapölkky, tuore leipä tai pizzapala)",20200812,1,36.65,2021-01-18 09:14:07.910,Ohrapuuro
1482,"Juustoinen kana-kasviskeitto,Kasvissosekeitto (siemenet),Juusto,Salaatinlehti,Vehnäleseleipä,Maustamaton jogurtti + mangosose",20200812,2,19.50,,Juustoinenkana-kasviskeitto
1129,"Pinaattiohukaiset,perunasose,puolukka,pastasalaatti",20200813,1,17.16,2021-01-18 09:14:07.910,Pinaattiohukaiset
1483,"Jauheliha-juustoperunavuoka,Kasvispihvi seitan LÄHI,Peruna,Maustekastike,Kiinankaali-jäävuori-porkkana-kurkkusalaatti B
",20200813,2,18.75,,Jauheliha-juustoperunavuoka
1002,"Makkara- /nakkikeitto,tuore leipä -valikoima,juusto,kurkkuviipale",20200814,1,38.01,2021-01-18 09:14:07.910,Makkarakeitto
1484,"Pinaattiohukkaat,Porkkanapihvi (perunasose),Kinkku-pastasalaatti,Puolukkahilloke",20200814,2,21.50,,Pinaattiohukkaat
947,"Broilerikastike,riisi/perunat,kaali-tomaatti-persikkasalaatti",20200817,1,27.85,2021-01-18 09:14:07.910,Broilerikastike
1145,"Uunikala,perunasose,kiinankaali-kurkku-paprika-juustosalaatti",20200818,1,14.20,2021-01-18 09:14:07.910,Uunikala
1485,"Ohrapuuro,Bataattisosekeitto,Tomaattiviipale/Hedelmä,Maksamakkara,Ruisruutu,Vadelmakiisseli",20200818,2,21.10,,Ohrapuuro
1019,"Kasviskeitto (kesä-/pinaatti- tai kasvissosekeitto),kananmuna,ruispala,maksamakkara/leikkele",20200819,1,34.45,2021-01-18 09:14:07.910,Kasviskeitto
1486,"Broileripaella,Kasvislasagnette,Porkkana-ananassalaatti,mh.hillo",20200819,2,22.60,,Broileripaella
1090,"Jauhelihapihvi/-mureke,perunat/perunasose, kastike, 
hedelmäinen salaatti (jäävuori-meloni-ananas-päärynä)",20200820,1,13.50,,Jauhelihapihvi
1487,"Tortilla Härkis-riisitäytteellä,tuorekurkku,chilisäilyke,punasipuli,maustekastikkeet 
",20200820,2,,,TortillaHärkis-riisitäytteellä
1079,"Talon päivä (toive),porkkanaraaste",20200821,1,29.96,2021-01-18 09:14:07.910,Talonpäivä
1488,"Tonnikalapastavuoka,Kasvispyörykkä,Perunasose/uuniperuna,Mangorajakastike,Kaali-vinegrettesalaatti
",20200821,2,,,Tonnikalapastavuoka
973,"Kanapasta,punajuuri-omenasalaatti,vihreä salaatti (jäävuori-tomaatti-kurkku)",20200824,1,13.26,2021-01-18 09:14:07.910,Kanapasta
1106,"Kalaleike,perunasose,kiinankaali-kurpitsasalaatti",20200825,1,34.12,2021-01-18 09:14:07.910,Kalaleike
1489,"Chili Con Soija,Täysjyväriisi,Puutarhurinpaistos,Juusto-kasvisalaatti,Sekavuokaleipä LÄHI
",20200825,2,,,ChiliConSoija
979,"Makkarakastike,perunat,porkkana-raejuustosalaatti",20200826,1,20.23,2021-01-18 09:14:07.910,Makkarakastike
1490,"Lohikeitto,Tomaattikeitto + raejuusto,Leikkele,Kurkkuviipale,Tuorepuuro puolukka/Tuorepuuro mustikka,Luomu ruisvuoka LÄHI
",20200826,2,14.80,,Lohikeitto
1123,"Hernekeitto,sämpylä/rieska juusto,juurespala",20200827,1,32.95,2021-01-18 09:14:07.910,Hernekeitto
1491,"Broileri-kasviskastike,Riisi-moniviljaseos,Sweet chili kastike,Soija-kasvispaistos,Kiinankaali-ananas-kotimainen,hernesalaatti B",20200827,2,20.00,,Broileri-kasviskastike
1053,"Kiusaus (kebab,palvisuikale,tms.),jäävuori-mandariini-rypälesalaatti,pikkuporkkanat",20200828,1,53.72,2021-01-18 09:14:07.910,Kiusaus
1492,"Liha-makaronipata,Härkispomodo,Peruna,Porkkanaraaste",20200828,2,27.90,,Liha-makaronipata
997,"Lihapyörykät,perunat,kastike, italian salaatti,kurkkuviipale",20200831,1,,2021-01-18 09:14:07.910,Lihapyörykät
1149,"Tonnikalakasvis-vuoka,porkkanasalaatti (esim. porkkana,hunajameloni,kurkku)",20200901,1,,2021-01-18 09:14:07.910,Tonnikalakasvis-vuoka
1493,"Pinaattikeitto,Kananmuna,Speltti-kaurarouhepuuro,Porkkanapölkky,Ruistassu,Ruusunmarja-omenakiisseli",20200901,2,19.25,,Pinaattikeitto
988,"Uunimakkara,perunasose,jäävuori-maissi-tomaattisalaatti",20200902,1,,2021-01-18 09:14:07.910,Uunimakkara
1494,"Broileripastavuoka,Tomaattinen seitankastike,Täysjyväriisi,Jäävuori-kesäkurpitsa-retiisisalaatti,Salaattisiemen,mh.hillo
",20200902,2,,,Broileripastavuoka
1099,"Mannapuuro + marja-kiisseli, tuore leipä tai hot dog)",20200903,1,,2021-01-18 09:14:07.910,Mannapuuro+marja-kiisseli
1495,"Makkarakastike,Peruna/ Uunimakkara,Juustoperunapaistos,Sinappirelish,Kasvis-makaronilaatikko,Kiinankaali-jäävuori-kurkku-maissisalaatti B,Sipulirouhe
",20200903,2,26.60,,Makkarakastike
1088,"Broilerikeitto,sämpylä,herkkukurkku",20200904,1,,2021-01-18 09:14:07.910,Broilerikeitto
1496,"Kalapuikot,Perunasose,Tartarkastike,Kasvispaella,Porkkanaraaste",20200904,2,26.00,,Kalapuikot
1006,"Kalakasviskeitto, reissumies,leikkele,omenalohko",20200907,1,61.87,2021-01-18 09:14:07.910,Kalakeitto
1114,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20200908,1,12.90,2021-01-18 09:14:07.910,Makaronilaatikko
1497,"Pinaatti-raejuustonappi,Peruna,Kurkkuinen kermaviilikastike,Kasviscouscousvuoka,Jäävuori-kurkku-tomaattisalaatti B,Sipulirouhe
",20200908,2,26.80,,Pinaatti-raejuustonappi
986,"Talon päivä,jäävuori-kurkku-tomaatti-majoneesi-tortillalastu –salaatti",20200909,1,30.70,2021-01-18 09:14:07.910,Talonpäivä
1498,"Lasagnette,Thaikasviscurry,Riisi-moniviljaseos,Porkkanaraaste-ananassalaatti
",20200909,2,12.07,,Lasagnette
955,"Broilerinugetti/-pyörykkä,perunasose,kaalisalaatti (katrin salaatti)",20200910,1,12.31,2021-01-18 09:14:07.910,Broilerinugetti
1499,"Uunikala,Peruna,Papu-spagettipata,Tomaatti-purjosalaatti,Caesar salaattisekoitus/Salaattisekoitus",20200910,2,25.53,,Uunikala
1056,"Lihakastike,perunat, 
kiinankaalisalaatti 
tai 
lihakeitto,tuore leipä,herkkukurkku",20200911,1,52.82,2021-01-18 09:14:07.910,Lihakastike
1500,"Perunavelli,Broileri-vihersalaatti,Hedelmä,Luomu ruisvuoka LÄHI",20200911,2,,,Perunavelli
1005,"Jauhelihakastike,peruna/pasta, pirteä punakaalisalaatti",20200914,1,14.44,2021-01-18 09:14:07.910,Jauhelihakastike
1141,"Kalamureke/-pihvi,perunat,kastike,punajuuri,jääsalaatti-kurkku-tomaatti",20200915,1,20.87,2021-01-18 09:14:07.910,Kalamureke
1501,"Kalakepukka,Peruna,Kermaviilikastike,Papu-juureshöystö,Punajuuri-omena ruohosipulisalaatti",20200915,2,20.85,,Kalakepukka
1016,"Ohra-riisipuuro + mehukeitto,porkkanapölkky, tuore leipä tai pizzapala)",20200916,1,35.49,2021-01-18 09:14:07.910,Ohrapuuro
1502,"Juustoinen kana-kasviskeitto,Kasvissosekeitto (siemenet),Juusto,Salaatinlehti,Vehnäleseleipä,Maustamaton jogurtti + mangosose",20200916,2,19.50,,Juustoinenkana-kasviskeitto
917,"Pinaattiohukaiset,perunasose,puolukka,pastasalaatti",20200917,1,22.71,2021-01-18 09:14:07.910,Pinaattiohukaiset
1503,"Jauheliha-juustoperunavuoka,Kasvispihvi seitan LÄHI,Peruna,Maustekastike,Kiinankaali-jäävuori-porkkana-kurkkusalaatti B
",20200917,2,20.57,,Jauheliha-juustoperunavuoka
1080,"Makkara- /nakkikeitto,tuore leipä -valikoima,juusto,kurkkuviipale",20200918,1,39.24,2021-01-18 09:14:07.910,Makkarakeitto
1504,"Pinaattiohukkaat,Porkkanapihvi (perunasose),Kinkku-pastasalaatti,Puolukkahilloke",20200918,2,21.80,,Pinaattiohukkaat
1030,"Broilerikastike,riisi/perunat,kaali-tomaatti-persikkasalaatti",20200921,1,26.14,2021-01-18 09:14:07.910,Broilerikastike
1108,"Uunikala,perunasose,kiinankaali-kurkku-paprika-juustosalaatti",20200922,1,23.73,2021-01-18 09:14:07.910,Uunikala
1505,"Ohrapuuro,Bataattisosekeitto,Tomaattiviipale/Hedelmä,Maksamakkara,Ruisruutu,Vadelmakiisseli",20200922,2,21.80,,Ohrapuuro
1043,"Kasviskeitto (kesä-/pinaatti- tai kasvissosekeitto),kananmuna,ruispala,maksamakkara/leikkele",20200923,1,31.56,2021-01-18 09:14:07.910,Kasviskeitto
1506,"Broileripaella,Kasvislasagnette,Porkkana-ananassalaatti,mh.hillo",20200923,2,23.27,,Broileripaella
974,"Jauhelihapihvi/-mureke,perunat/perunasose, kastike, 
hedelmäinen salaatti (jäävuori-meloni-ananas-päärynä)",20200924,1,17.40,,Jauhelihapihvi
1507,"Tortilla Härkis-riisitäytteellä,tuorekurkku,chilisäilyke,punasipuli,maustekastikkeet 
",20200924,2,43.60,,TortillaHärkis-riisitäytteellä
1052,"Talon päivä (toive),porkkanaraaste",20200925,1,28.87,2021-01-18 09:14:07.910,Talonpäivä
1508,"Tonnikalapastavuoka,Kasvispyörykkä,Perunasose/uuniperuna,Mangorajakastike,Kaali-vinegrettesalaatti
",20200925,2,42.00,,Tonnikalapastavuoka
999,"Kanapasta,punajuuri-omenasalaatti,vihreä salaatti (jäävuori-tomaatti-kurkku)",20200928,1,12.48,2021-01-18 09:14:07.910,Kanapasta
930,"Kalaleike,perunasose,kiinankaali-kurpitsasalaatti",20200929,1,40.41,2021-01-18 09:14:07.910,Kalaleike
1509,"Chili Con Soija,Täysjyväriisi,Puutarhurinpaistos,Juusto-kasvisalaatti,Sekavuokaleipä LÄHI
",20200929,2,35.60,,ChiliConSoija
1067,"Makkarakastike,perunat,porkkana-raejuustosalaatti",20200930,1,15.72,2021-01-18 09:14:07.910,Makkarakastike
1510,"Lohikeitto,Tomaattikeitto + raejuusto,Leikkele,Kurkkuviipale,Tuorepuuro puolukka/Tuorepuuro mustikka,Luomu ruisvuoka LÄHI
",20200930,2,18.15,,Lohikeitto
1084,"Hernekeitto,sämpylä/rieska juusto,juurespala",20201001,1,35.63,2021-01-18 09:14:07.910,Hernekeitto
1511,"Broileri-kasviskastike,Riisi-moniviljaseos,Sweet chili kastike,Soija-kasvispaistos,Kiinankaali-ananas-kotimainen,hernesalaatti B",20201001,2,25.95,,Broileri-kasviskastike
992,"Kiusaus (kebab,palvisuikale,tms.),jäävuori-mandariini-rypälesalaatti,pikkuporkkanat",20201002,1,42.91,2021-01-18 09:14:07.910,Kiusaus
1512,"Liha-makaronipata,Härkispomodo,Peruna,Porkkanaraaste",20201002,2,36.45,,Liha-makaronipata
943,"Lihapyörykät,perunat,kastike, italian salaatti,kurkkuviipale",20201005,1,22.20,2021-01-18 09:14:07.910,Lihapyörykät
1045,"Tonnikalakasvis-vuoka,porkkanasalaatti (esim. porkkana,hunajameloni,kurkku)",20201006,1,27.20,2021-01-18 09:14:07.910,Tonnikalakasvis-vuoka
1513,"Pinaattikeitto,Kananmuna,Speltti-kaurarouhepuuro,Porkkanapölkky,Ruistassu,Ruusunmarja-omenakiisseli",20201006,2,21.43,,Pinaattikeitto
950,"Uunimakkara,perunasose,jäävuori-maissi-tomaattisalaatti",20201007,1,25.00,2021-01-18 09:14:07.910,Uunimakkara
1514,"Broileripastavuoka,Tomaattinen seitankastike,Täysjyväriisi,Jäävuori-kesäkurpitsa-retiisisalaatti,Salaattisiemen,mh.hillo
",20201007,2,23.10,,Broileripastavuoka
1059,"Mannapuuro + marja-kiisseli, tuore leipä tai hot dog)",20201008,1,86.00,2021-01-18 09:14:07.910,Mannapuuro+marja-kiisseli
1515,"Makkarakastike,Peruna/ Uunimakkara,Juustoperunapaistos,Sinappirelish,Kasvis-makaronilaatikko,Kiinankaali-jäävuori-kurkku-maissisalaatti B,Sipulirouhe
",20201008,2,28.08,,Makkarakastike
1023,"Broilerikeitto,sämpylä,herkkukurkku",20201009,1,27.00,2021-01-18 09:14:07.910,Broilerikeitto
1516,"Kalapuikot,Perunasose,Tartarkastike,Kasvispaella,Porkkanaraaste",20201009,2,28.03,,Kalapuikot
964,"Kalakasviskeitto, reissumies,leikkele,omenalohko",20201012,1,62.34,2021-01-18 09:14:07.910,Kalakeitto
1073,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20201013,1,10.67,2021-01-18 09:14:07.910,Makaronilaatikko
1517,"Pinaatti-raejuustonappi,Peruna,Kurkkuinen kermaviilikastike,Kasviscouscousvuoka,Jäävuori-kurkku-tomaattisalaatti B,Sipulirouhe
",20201013,2,22.90,,Pinaatti-raejuustonappi
